u133,0.037306459035135006,0.9780598278280599,38
u684,0.036334403614769424,0.9844132154218891,8
u326,0.035209576088389045,0.9808785337869411,14
u660,0.033221513147535256,0.9817311627734102,10
u516,0.03216314433258015,0.980820117148198,11
u732,0.03178252949443848,0.9831608815949394,7
u900,0.030709948338281653,0.9812138768016112,9
u752,0.030611762992123873,0.9811712354475711,9
u258,0.029437302151789264,0.9765316977090686,29
u2068,0.02915032341613267,0.9859888299909159,4
u1003,0.028926471770629913,0.9858497431434063,4
u984,0.0285761376646183,0.9856320683245736,4
u7431,0.02850719309894758,0.9855892306573744,4
u7410,0.02744073514366287,0.9810729198687982,7
u299,0.027367542128184697,0.9775362572880312,16
u938,0.026949801223456457,0.9829176861450164,5
u290,0.026237261596917295,0.9761324794452317,23
u942,0.026205718689027265,0.9813437910936607,6
u841,0.026093973840711996,0.9812863656013431,6
u951,0.026011299755499366,0.9797149683852638,8
u617,0.025759095594238248,0.9790637487741576,9
u812,0.02566329861990174,0.979556586242998,8
u308,0.025642592752459323,0.9775932885313031,13
u280,0.025618956732128318,0.9760473436661095,22
u904,0.025206803693803504,0.9793488264487527,8
u686,0.025005792524149636,0.9776257551686469,12
u1043,0.024864941873367085,0.979193238429229,8
u1386,0.02477614204837243,0.9786368574732208,9
u787,0.024760610807078757,0.9791457553146833,8
u707,0.024740983393306618,0.9781945071694598,10
u1060,0.024572609290946245,0.9805045388810784,6
u946,0.02445261289137915,0.9765074151632682,16
u1064,0.02434413567621868,0.9795837703036978,7
u894,0.024167291762644715,0.9794987263579896,7
u531,0.024013222526641915,0.9772387806677195,12
u1018,0.02399180225088112,0.9812667954850944,5
u360,0.02386960221853452,0.9752029572450079,25
u610,0.023456630290811274,0.9791569704309346,7
u865,0.02337239835680734,0.9791164634331107,7
u1136,0.023299447193450173,0.9790813813392432,7
u1111,0.023202675924568202,0.9808263756966878,5
u135,0.022944804851264766,0.974438922257137,32
u710,0.022941294782608344,0.9789091464369085,7
u1164,0.022913237648739447,0.9806648371192171,5
u7413,0.022878954201687444,0.9843803925825116,3
u392,0.022756082410173406,0.9767486578850566,12
u499,0.02274194809367443,0.9805692385983181,5
u650,0.022726149936563553,0.9770223912268553,11
u255,0.022602979753484104,0.9741841972948326,35
u1220,0.022590767168330316,0.9841725095805752,3
u1132,0.02257126612084554,0.9804739791755216,5
u703,0.022571214004227656,0.977289643052293,10
u155,0.02230775123805793,0.9739240131275728,39
u668,0.02224739605356587,0.9780019419878909,8
u366,0.022107238547596105,0.9774777674101014,9
u1144,0.022070055732224026,0.980194248331494,5
u1660,0.022014294767116676,0.9837566726433551,3
u801,0.021798406363206332,0.9754184467247639,17
u75,0.02169752935636979,0.9732911717355912,54
u2387,0.021569614310146822,0.9834359034983298,3
u1544,0.021524138445753353,0.9789379347669712,6
u2293,0.02134556877820704,0.9771469784322232,9
u937,0.021143691129517455,0.975191930799295,17
u1068,0.021138240047933028,0.9787396222200082,6
u885,0.021075459996241885,0.9766658651813603,10
u1325,0.021061492173485626,0.9830693708549663,3
u1506,0.021009462466164478,0.9830318393546007,3
u777,0.02061001969789261,0.9756863299373796,13
u315,0.020532557057513168,0.9747306516258043,19
u1162,0.02044560671343135,0.9764031959605834,10
u832,0.020354794626854196,0.9767166906854783,9
u511,0.020340969960491517,0.978329906443651,6
u1099,0.020204821275881264,0.9804306770039999,4
u1004,0.019984453744712378,0.9781466933513342,6
u7589,0.019925866594654253,0.9802573527153946,4
u453,0.019595160988884034,0.9767948577908366,8
u1029,0.019549287797764877,0.9779230622925421,6
u1051,0.01953915687470893,0.977917856027977,6
u182,0.01945898571193925,0.9737808264005543,26
