p2,1.1194562787966407,0.3092471856167913,205
p20,1.0038806375378142,0.3507973788295724,53
p261,0.9607528524167621,0.6960834525043529,4
p418,0.923676799380728,0.9399009973414898,2
p414,0.9011713841857059,0.919415685619457,2
p243,0.8754268048366945,0.5877191443671876,5
p4,0.8712607910805042,0.2632669325432668,201
p160,0.8432599728751851,0.46535729484960214,9
p213,0.8331341736940946,0.5272804126530107,6
p461,0.8082460920892957,0.8348314396075476,2
p271,0.7986909393039409,0.5448920423757502,5
p23,0.7925454492842808,0.28830138783059756,65
p71,0.7556399849613983,0.3401296381990457,22
p6,0.7318989993867198,0.24724259176332392,139
p186,0.7284084629566671,0.4154779178537332,9
p37,0.7227968659544335,0.2868663902235394,46
p60,0.7187585705268089,0.3125868964387634,28
p94,0.7075624261268324,0.3394388080512594,18
p5,0.7040328143825764,0.24021065215056805,146
p364,0.7036703746664588,0.5363491280149453,4
p147,0.6994528107389714,0.38061465972947706,11
p28,0.6806742646122893,0.26899130945476374,54
p388,0.6738067847705772,0.585182995272948,3
p3,0.673690626502579,0.22097142661749988,251
p55,0.6671342328988618,0.2867765952059754,34
p294,0.6599917113003813,0.4674825293325092,5
p399,0.6495378479181279,0.56767665785061,3
p8,0.6472177752460192,0.2310773671192305,134
p74,0.637429342866417,0.2971627013381643,24
p56,0.6354703901659061,0.27933987680654365,33
p18,0.6334330762475481,0.24410281924454233,78
p425,0.6292345194064425,0.553030902171936,3
p14,0.623918694738895,0.23521333924975155,97
p795,0.6216162011466789,0.9959367525505736,1
p834,0.6212807363835,0.9954527792003424,1
p465,0.6210558393889165,0.5471312316207848,3
p776,0.6182725199807976,0.9911128403142428,1
p180,0.6171892228687292,0.3475093566078244,11
p556,0.6159694665792695,0.6598137127048834,2
p797,0.6144581431256956,0.9856098577413055,1
p820,0.6144538476139378,0.9856036606277946,1
p221,0.6128580194010202,0.37805784662584346,8
p833,0.6124809656706607,0.9827573936319691,1
p129,0.6095279583532788,0.31001634293761965,17
p791,0.6024443336386421,0.9682775943721488,1
p835,0.6009679536384148,0.9661476282673531,1
p837,0.6009679536384145,0.9661476282673527,1
p808,0.5991110431445476,0.9634686727064762,1
p387,0.5988880714042414,0.47124422247451,4
p782,0.5984305922847207,0.9624869896254353,1
p828,0.5970373382080878,0.9604769488783786,1
p450,0.5953575976864404,0.5285938686889207,3
p806,0.5939184862716383,0.9559773966563961,1
p54,0.5935413462055109,0.26114625012794707,38
p794,0.5887738509014513,0.9485552567206453,1
p823,0.5884024861904879,0.9480194906937772,1
p805,0.5882689652739563,0.9478268607296423,1
p9,0.5872367154089949,0.21903122694209726,133
p829,0.585336042517048,0.9435955476129401,1
p814,0.5786076540238648,0.9338885349006504,1
p827,0.573726281824849,0.926846203436397,1
p836,0.5685627456980129,0.9193967954727597,1
p91,0.5647071153420417,0.27457027109822085,24
p652,0.5559937650666948,0.6052214765436753,2
p880,0.5502954607976661,0.8930426741365234,1
p838,0.5482959398762404,0.8901579752190287,1
p855,0.5476597718889918,0.889240178818653,1
p363,0.5469143443523777,0.43895113017792114,4
p788,0.5461883848015662,0.887117415964396,1
