bad_user_id, l2_topk_bad, l2_lastk_bad, cosine_topk_bad, cosine_lastk_bad, unlabelled_l2_topk, unlabelled_l2_lastk, l2_topk_good, l2_lastk_good, cosine_topk_good, cosine_lastk_good,unlabelled_cosine_topk, unlabelled_cosine_lastk
1,2,1,0,2,5,1,0,5,3,0,4,5
2,2,1,1,2,5,1,0,5,3,0,3,5
3,2,1,1,2,5,1,0,5,5,0,1,5
4,2,1,1,2,5,4,0,2,5,0,1,5
5,2,1,1,2,5,2,0,4,2,0,4,5
6,2,1,1,2,5,2,0,4,3,0,3,5
7,2,1,1,2,5,2,0,4,4,0,2,5
8,3,0,1,2,4,2,0,5,4,0,2,5
9,2,1,1,2,5,2,0,4,2,0,4,5
10,2,0,1,2,5,2,0,5,4,0,2,5
13,2,0,1,2,0,6,5,1,5,0,1,5
14,2,0,0,2,0,1,5,6,2,0,5,5
16,2,1,1,2,0,5,5,1,4,0,2,5
19,2,1,0,2,5,3,0,3,5,0,2,5
20,2,2,1,2,0,2,5,3,3,0,3,5
21,3,0,1,2,4,3,0,4,4,0,2,5
23,2,0,1,2,0,5,5,2,4,0,2,5
24,2,1,0,2,5,3,0,3,6,0,1,5
26,2,0,1,2,5,3,0,4,4,0,2,5
27,3,0,0,2,0,2,4,5,5,0,2,5
28,2,0,1,2,0,7,5,0,3,0,3,5
30,2,1,2,2,5,3,0,3,1,0,4,5
31,4,0,2,2,0,3,3,4,2,0,3,5
32,3,0,0,2,4,3,0,4,3,0,4,5
34,4,0,0,2,0,3,3,4,5,0,2,5
36,3,0,0,2,4,3,0,4,5,0,2,5
37,2,0,1,2,0,7,5,0,3,0,3,5
40,4,0,1,2,1,4,2,3,4,0,2,5
41,2,0,0,0,0,7,5,0,0,0,7,7
42,2,0,2,2,5,3,0,4,4,0,1,5
43,2,0,1,2,5,3,0,4,4,0,2,5
45,2,1,1,2,0,5,5,1,1,0,5,5
46,2,0,1,2,0,7,5,0,4,0,2,5
47,3,0,2,2,0,2,4,5,2,0,3,5
49,3,0,0,2,0,2,4,5,4,0,3,5
53,2,1,0,2,0,3,5,3,2,0,5,5
54,2,0,0,2,0,5,5,2,3,0,4,5
56,2,0,0,2,0,5,5,2,1,0,6,5
59,2,0,0,2,0,6,5,1,1,0,6,5
63,2,1,1,2,0,3,5,3,2,0,4,5
67,4,0,1,2,0,3,3,4,3,0,3,5
68,2,1,1,2,0,5,5,1,1,0,5,5
73,3,0,0,2,0,2,4,5,4,0,3,5
75,2,0,1,2,0,2,5,5,3,0,3,5
77,2,0,2,2,0,6,5,1,2,0,3,5
83,2,2,0,2,0,3,5,2,1,0,6,5
85,2,0,1,2,5,2,0,5,5,0,1,5
91,2,0,0,2,0,7,5,0,1,0,6,5
92,2,0,0,2,0,6,5,1,3,0,4,5
100,2,0,1,2,0,4,5,3,3,0,3,5
103,2,0,1,2,0,7,5,0,2,0,4,5
105,2,1,0,2,0,5,5,1,2,0,5,5
109,2,0,0,2,0,7,5,0,3,0,4,5
111,2,0,0,2,0,6,5,1,1,0,6,5
112,2,0,0,2,0,7,5,0,2,0,5,5
113,2,1,0,2,0,3,5,3,4,0,3,5
118,2,1,0,2,0,5,5,1,2,0,5,5
119,2,1,0,2,0,5,5,1,0,0,7,5
120,2,0,0,2,0,6,5,1,1,0,6,5
123,2,2,1,2,0,3,5,2,4,0,2,5
124,2,1,0,2,0,2,5,4,2,0,5,5
129,2,0,1,2,0,7,5,0,5,0,1,5
131,2,0,3,2,0,6,5,1,1,0,3,5
138,2,1,1,2,0,6,5,0,0,0,6,5
142,2,1,1,2,0,4,5,2,2,0,4,5
145,2,0,0,2,0,2,5,5,4,0,3,5
148,2,0,0,2,0,7,5,0,2,0,5,5
149,2,0,0,2,0,6,5,1,1,0,6,5
150,2,0,0,2,0,5,5,2,1,0,6,5
159,2,1,1,2,0,4,5,2,3,0,3,5
163,2,0,1,2,0,6,5,1,0,0,6,5
168,2,0,0,2,0,6,5,1,1,0,6,5
170,2,1,0,2,0,6,5,0,1,0,6,5
174,2,2,1,2,0,3,5,2,3,0,3,5
176,2,0,1,2,0,7,5,0,0,0,6,5
191,2,1,0,2,0,3,5,3,1,0,6,5
199,2,0,0,2,0,5,5,2,2,0,5,5
203,2,0,1,2,0,7,5,0,3,0,3,5
207,2,0,0,2,0,5,5,2,3,0,4,5
227,2,0,0,2,0,6,5,1,2,0,5,5
242,2,0,0,2,0,7,5,0,1,0,6,5
248,2,0,2,2,0,6,5,1,0,0,5,5
266,2,0,0,2,0,5,5,2,2,0,5,5
267,2,0,2,2,0,7,5,0,1,0,4,5
286,2,1,1,2,0,5,5,1,0,0,6,5
287,2,0,0,2,0,6,5,1,2,0,5,5
297,2,0,0,2,0,7,5,0,1,0,6,5
302,2,1,1,2,0,6,5,0,1,0,5,5
310,2,1,0,2,0,5,5,1,0,0,7,5
311,2,0,1,2,0,7,5,0,1,0,5,5
312,2,0,0,2,0,7,5,0,0,0,7,5
333,2,1,1,2,0,6,5,0,1,0,5,5
335,2,0,0,2,0,7,5,0,0,0,7,5
336,2,0,1,2,0,7,5,0,1,0,5,5
351,2,1,0,2,0,5,5,1,1,0,6,5
361,2,0,0,2,0,6,5,1,0,0,7,5
370,2,0,0,2,0,7,5,0,1,0,6,5
381,2,0,0,2,0,7,5,0,0,0,7,5
392,2,0,2,2,0,5,5,2,1,0,4,5
394,2,0,0,2,0,7,5,0,0,0,7,5
423,2,0,0,2,0,7,5,0,0,0,7,5
429,2,0,0,2,0,7,5,0,0,0,7,5
433,2,0,0,2,0,5,5,2,0,0,7,5
435,2,0,1,2,0,5,5,2,1,0,5,5
437,2,0,0,2,0,7,5,0,1,0,6,5
449,2,1,0,2,0,5,5,1,1,0,6,5
469,2,0,0,0,0,7,5,0,1,0,6,7
501,2,0,2,2,0,7,5,0,0,0,5,5
512,2,0,1,2,0,7,5,0,1,0,5,5
518,2,1,0,2,0,6,5,0,0,0,7,5
521,2,0,0,2,0,7,5,0,1,0,6,5
562,2,0,0,2,0,7,5,0,0,0,7,5
567,2,0,0,2,0,7,5,0,0,0,7,5
633,2,0,1,2,0,7,5,0,0,0,6,5
638,2,0,0,2,0,7,5,0,1,0,6,5
640,2,0,3,2,0,7,5,0,0,0,4,5
656,2,0,0,2,0,7,5,0,1,0,6,5
657,2,0,0,2,0,7,5,0,1,0,6,5
753,2,0,0,2,0,7,5,0,0,0,7,5
765,2,0,1,2,0,7,5,0,0,0,6,5
796,2,1,0,2,0,6,5,0,0,0,7,5
809,2,0,0,2,0,7,5,0,1,0,6,5
821,2,0,0,2,0,7,5,0,0,0,7,5
844,2,0,1,2,0,7,5,0,1,0,5,5
899,2,0,0,2,0,6,5,1,1,0,6,5
956,2,1,1,2,0,6,5,0,0,0,6,5
1019,2,0,0,0,0,7,5,0,0,0,7,7
1057,2,1,1,2,0,6,5,0,0,0,6,5
1069,2,0,0,2,0,7,5,0,0,0,7,5
