bad_user_id, l2_topk_bad, l2_lastk_bad, cosine_topk_bad, cosine_lastk_bad, unlabelled_l2_topk, unlabelled_l2_lastk, l2_topk_good, l2_lastk_good, cosine_topk_good, cosine_lastk_good,unlabelled_cosine_topk, unlabelled_cosine_lastk
1,3,1,0,0,1,1,0,2,2,1,2,3
2,3,1,1,0,1,1,0,2,2,1,1,3
3,3,1,1,0,1,1,0,2,3,1,0,3
4,3,1,1,0,1,2,0,1,3,1,0,3
5,3,1,0,0,1,2,0,1,3,1,1,3
6,3,0,0,0,1,2,0,2,3,1,1,3
7,3,0,1,0,1,1,0,3,3,1,0,3
8,3,0,1,1,1,2,0,2,3,1,0,2
9,3,0,0,0,1,2,0,2,3,1,1,3
10,3,0,0,0,1,1,0,3,3,1,1,3
13,2,0,1,0,0,4,2,0,3,1,0,3
14,2,0,0,0,0,1,2,3,1,0,3,4
16,2,1,1,0,0,3,2,0,2,1,1,3
19,3,1,0,0,1,2,0,1,3,0,1,4
20,2,1,0,0,0,2,2,1,2,1,2,3
21,3,0,0,0,1,1,0,3,3,1,1,3
23,2,0,1,0,0,3,2,1,2,0,1,4
24,3,0,0,1,1,3,0,1,4,0,0,3
26,3,0,1,1,1,2,0,2,1,1,2,2
27,2,0,0,0,0,1,2,3,2,1,2,3
28,2,0,1,0,0,4,2,0,3,1,0,3
30,3,1,0,0,1,1,0,2,2,1,2,3
31,2,0,0,0,0,3,2,1,2,2,2,2
32,3,0,1,0,1,1,0,3,2,1,1,3
34,2,0,0,1,0,2,2,2,2,1,2,2
36,3,0,0,0,1,2,0,2,3,1,1,3
37,2,0,0,0,0,4,2,0,2,1,2,3
40,2,0,1,0,0,3,2,1,1,1,2,3
41,2,0,3,0,0,3,2,1,0,0,1,4
42,3,0,1,0,1,1,0,3,1,1,2,3
43,3,0,0,0,1,1,0,3,3,1,1,3
45,2,0,0,0,0,3,2,1,2,1,2,3
46,2,0,0,0,0,4,2,0,3,1,1,3
47,2,0,0,1,0,2,2,2,2,1,2,2
49,2,0,0,0,0,1,2,3,2,1,2,3
53,2,1,0,0,0,2,2,1,1,0,3,4
54,2,0,0,0,0,3,2,1,1,1,3,3
56,2,0,0,0,0,4,2,0,1,1,3,3
59,2,0,0,0,0,4,2,0,1,0,3,4
63,2,0,0,0,0,2,2,2,1,1,3,3
67,2,0,0,0,0,2,2,2,1,1,3,3
68,2,0,0,0,0,2,2,2,0,1,4,3
73,2,0,0,0,0,1,2,3,3,1,1,3
75,2,0,1,0,0,1,2,3,1,0,2,4
77,2,0,1,0,0,3,2,1,2,0,1,4
83,2,2,0,1,0,2,2,0,0,1,4,2
85,3,0,0,0,1,2,0,2,3,1,1,3
91,2,0,0,1,0,4,2,0,0,1,4,2
92,2,0,0,0,0,4,2,0,1,1,3,3
100,2,0,1,0,0,3,2,1,2,1,1,3
103,2,0,1,0,0,4,2,0,2,1,1,3
105,2,1,0,0,0,3,2,0,1,1,3,3
109,2,0,0,0,0,4,2,0,0,2,4,2
111,2,0,0,0,0,3,2,1,2,1,2,3
112,2,0,0,0,0,4,2,0,0,1,4,3
113,2,1,0,0,0,2,2,1,2,1,2,3
118,2,0,1,0,0,3,2,1,2,0,1,4
119,2,1,1,0,0,3,2,0,0,1,3,3
120,2,0,0,0,0,3,2,1,0,0,4,4
123,2,1,0,0,0,1,2,2,3,0,1,4
124,2,0,0,0,0,1,2,3,1,1,3,3
129,2,0,1,0,0,4,2,0,3,0,0,4
131,2,0,0,0,0,4,2,0,0,1,4,3
138,2,0,0,0,0,4,2,0,0,0,4,4
142,2,0,0,0,0,2,2,2,1,1,3,3
145,2,0,0,0,0,1,2,3,3,1,1,3
148,2,0,0,0,0,4,2,0,2,1,2,3
149,2,0,0,0,0,4,2,0,0,0,4,4
150,2,0,0,0,0,4,2,0,1,1,3,3
159,2,1,1,0,0,2,2,1,1,0,2,4
163,2,0,0,0,0,4,2,0,0,0,4,4
168,2,0,1,1,0,4,2,0,0,1,3,2
170,2,1,0,1,0,3,2,0,1,1,3,2
174,2,1,1,0,0,1,2,2,2,1,1,3
176,2,0,0,0,0,4,2,0,1,1,3,3
191,2,1,0,0,0,2,2,1,3,0,1,4
199,2,0,0,0,0,3,2,1,2,1,2,3
203,2,0,0,0,0,4,2,0,4,1,0,3
207,2,0,0,0,0,3,2,1,0,0,4,4
227,2,0,0,0,0,4,2,0,1,0,3,4
242,2,0,0,0,0,4,2,0,0,1,4,3
248,2,0,1,0,0,4,2,0,0,1,3,3
266,2,0,0,1,0,3,2,1,1,1,3,2
267,2,0,2,0,0,4,2,0,1,0,1,4
286,2,0,0,0,0,3,2,1,0,0,4,4
287,2,0,0,0,0,3,2,1,2,1,2,3
297,2,0,0,0,0,4,2,0,0,1,4,3
302,2,1,0,1,0,3,2,0,0,1,4,2
310,2,1,1,0,0,3,2,0,0,2,3,2
311,2,0,1,1,0,4,2,0,0,1,3,2
312,2,0,1,0,0,4,2,0,1,1,2,3
333,2,0,0,0,0,4,2,0,0,0,4,4
335,2,0,0,0,0,4,2,0,0,0,4,4
336,2,0,1,0,0,4,2,0,0,1,3,3
351,2,1,0,0,0,2,2,1,1,0,3,4
361,2,0,1,0,0,4,2,0,0,0,3,4
370,2,0,0,0,0,4,2,0,1,1,3,3
381,2,0,0,0,0,4,2,0,0,0,4,4
392,2,0,0,0,0,4,2,0,0,2,4,2
394,2,0,0,0,0,4,2,0,0,1,4,3
423,2,0,0,0,0,4,2,0,1,1,3,3
429,2,0,0,0,0,4,2,0,0,1,4,3
433,2,0,0,0,0,2,2,2,0,0,4,4
435,2,0,1,0,0,3,2,1,1,1,2,3
437,2,0,0,0,0,4,2,0,0,1,4,3
449,2,1,1,0,0,3,2,0,1,1,2,3
469,2,0,3,0,0,4,2,0,0,0,1,4
501,2,0,0,0,0,4,2,0,0,1,4,3
512,2,1,0,0,0,3,2,0,1,1,3,3
518,2,1,0,0,0,3,2,0,0,0,4,4
521,2,0,0,0,0,4,2,0,0,0,4,4
562,2,0,0,0,0,4,2,0,0,2,4,2
567,2,0,0,0,0,4,2,0,0,1,4,3
633,2,0,0,0,0,4,2,0,0,1,4,3
638,2,0,0,1,0,4,2,0,0,1,4,2
640,2,0,0,0,0,4,2,0,0,1,4,3
656,2,0,0,0,0,4,2,0,1,1,3,3
657,2,0,1,0,0,4,2,0,0,0,3,4
753,2,0,0,0,0,4,2,0,0,0,4,4
765,2,0,0,1,0,4,2,0,0,1,4,2
796,2,0,0,0,0,4,2,0,0,0,4,4
809,2,0,1,0,0,4,2,0,0,1,3,3
821,2,0,0,0,0,4,2,0,0,0,4,4
844,2,0,0,0,0,4,2,0,0,1,4,3
899,2,0,0,0,0,3,2,1,1,1,3,3
956,2,1,0,1,0,3,2,0,0,1,4,2
1019,2,0,3,0,0,4,2,0,0,0,1,4
1057,2,1,1,0,0,3,2,0,0,1,3,3
1069,2,0,0,0,0,4,2,0,0,0,4,4
1072,2,0,0,0,0,4,2,0,0,1,4,3
1151,2,0,0,0,0,4,2,0,0,0,4,4
1338,2,0,0,0,0,4,2,0,0,0,4,4
1371,2,0,0,0,0,4,2,0,0,1,4,3
1395,2,0,3,0,0,4,2,0,0,0,1,4
1551,2,0,0,0,0,3,2,1,1,1,3,3
