bad_user_id, l2_topk_bad, l2_lastk_bad, cosine_topk_bad, cosine_lastk_bad, unlabelled_l2_topk, unlabelled_l2_lastk, l2_topk_good, l2_lastk_good, cosine_topk_good, cosine_lastk_good,unlabelled_cosine_topk, unlabelled_cosine_lastk
11,5,1,1,0,2,1,0,5,2,2,4,5
15,5,0,2,0,2,4,0,3,2,1,3,6
90,2,1,0,0,0,3,5,3,2,0,5,7
95,5,0,2,0,2,3,0,4,1,2,4,5
177,5,0,0,0,2,1,0,6,6,2,1,5
197,2,1,0,0,0,3,5,3,4,1,3,6
211,2,0,0,0,0,3,5,4,1,0,6,7
255,2,0,0,0,0,7,5,0,2,1,5,6
257,2,0,0,0,0,7,5,0,0,1,7,6
272,2,1,0,0,0,3,5,3,3,0,4,7
338,2,0,0,0,0,7,5,0,0,2,7,5
384,2,1,0,0,0,6,5,0,1,2,6,5
416,2,0,1,0,0,6,5,1,1,2,5,5
759,2,0,0,1,0,6,5,1,0,2,7,4
946,2,0,0,0,0,7,5,0,0,2,7,5
1760,2,0,0,0,0,6,5,1,1,0,6,7
2336,2,1,0,0,0,3,5,3,5,2,2,5
2408,2,0,0,0,0,6,5,1,0,0,7,7
3133,2,0,0,0,0,7,5,0,0,1,7,6
3254,2,2,1,0,0,5,5,0,0,2,6,5
3516,2,0,0,0,0,7,5,0,0,0,7,7
3774,2,0,1,0,0,7,5,0,1,1,5,6
7371,2,0,0,0,0,7,5,0,0,1,7,6
7380,2,2,0,0,0,5,5,0,0,2,7,5
7398,2,0,0,0,0,6,5,1,1,2,6,5
7406,2,0,0,0,0,7,5,0,1,2,6,5
7408,2,0,4,0,0,7,5,0,0,0,3,7
7412,2,1,0,0,0,6,5,0,0,0,7,7
7417,2,1,1,0,0,6,5,0,0,3,6,4
7423,2,0,0,0,0,7,5,0,0,0,7,7
7426,2,0,0,0,0,7,5,0,0,0,7,7
7433,2,0,0,0,0,7,5,0,0,0,7,7
7435,2,0,0,0,0,7,5,0,0,2,7,5
7442,2,0,1,0,0,6,5,1,0,2,6,5
7447,2,0,0,0,0,7,5,0,0,2,7,5
7448,2,0,4,0,0,7,5,0,0,0,3,7
7457,2,0,0,1,0,7,5,0,0,2,7,4
7459,2,0,4,0,0,7,5,0,0,0,3,7
7470,2,0,4,0,0,7,5,0,0,0,3,7
7471,2,0,4,0,0,7,5,0,0,0,3,7
7472,2,0,4,0,0,7,5,0,0,0,3,7
7474,2,0,4,0,0,7,5,0,0,0,3,7
7475,2,0,4,0,0,7,5,0,0,0,3,7
7477,2,0,4,0,0,7,5,0,0,0,3,7
7479,2,0,0,0,0,7,5,0,0,1,7,6
