bad_user_id, l2_topk_bad, l2_topk_good, unlabelled_l2_topk,l2_lastk_bad, l2_lastk_good, unlabelled_l2_lastk,cosine_topk_bad, cosine_topk_good, unlabelled_cosine_topk,cosine_lastk_bad, cosine_lastk_good,unlabelled_cosine_lastk 
1,7,0,2,1,6,2,0,4,5,0,2,7
2,7,0,2,1,6,2,2,3,4,0,2,7
3,7,0,2,1,6,2,2,7,0,0,2,7
4,7,0,2,1,4,4,2,6,1,0,2,7
5,7,0,2,1,4,4,1,5,3,0,1,8
6,7,0,2,1,5,3,1,5,3,0,1,8
7,7,0,2,1,6,2,2,6,1,0,1,8
8,7,0,2,0,6,3,1,7,1,1,2,6
9,7,0,2,2,5,2,1,5,3,0,1,8
10,7,0,2,1,6,2,0,6,3,0,2,7
13,2,7,0,0,2,7,2,6,1,0,1,8
14,3,5,1,0,7,2,0,3,6,0,1,8
16,2,7,0,1,1,7,1,6,2,0,2,7
19,7,0,2,1,5,3,1,7,1,0,0,9
20,2,7,0,2,4,3,0,3,6,0,1,8
21,7,0,2,0,4,5,1,5,3,0,1,8
23,2,7,0,0,2,7,1,4,4,0,0,9
24,7,0,2,1,5,3,1,7,1,1,1,7
26,7,0,2,1,5,3,2,4,3,1,2,6
27,4,4,1,0,7,2,1,5,3,0,2,7
28,2,7,0,0,0,9,1,5,3,0,2,7
30,7,0,2,1,5,3,2,2,5,0,2,7
31,5,3,1,0,5,4,2,2,5,0,2,7
32,7,0,2,0,4,5,1,4,4,0,2,7
34,5,3,1,0,6,3,0,5,4,1,2,6
36,7,0,2,0,4,5,0,6,3,0,2,7
37,2,7,0,0,1,8,0,4,5,0,2,7
40,6,2,1,0,4,5,1,4,4,0,2,7
41,2,7,0,2,1,6,5,0,4,0,0,9
42,7,0,2,1,4,4,1,5,3,0,2,7
43,7,0,2,1,4,4,0,8,1,0,1,8
45,2,7,0,1,3,5,1,4,4,0,2,7
46,2,7,0,0,0,9,1,6,2,0,2,7
47,4,4,1,0,6,3,1,3,5,1,2,6
49,4,4,1,0,6,3,0,6,3,0,2,7
53,2,7,0,1,4,4,1,3,5,0,0,9
54,2,7,0,0,2,7,0,2,7,0,1,8
56,2,7,0,0,2,7,1,1,7,0,2,7
59,2,7,0,0,1,8,0,1,8,0,0,9
63,2,7,0,2,3,4,0,3,6,0,2,7
67,5,3,1,0,6,3,1,4,4,0,1,8
68,2,7,0,1,3,5,0,0,9,0,1,8
73,4,4,1,0,7,2,0,5,4,0,2,7
75,3,5,1,1,6,2,1,3,5,0,1,8
77,2,7,0,0,2,7,1,3,5,0,0,9
83,2,7,0,2,3,4,1,2,6,1,1,7
85,7,0,2,2,5,2,0,8,1,1,2,6
91,2,7,0,0,0,9,1,1,7,1,2,6
92,2,7,0,0,2,7,1,3,5,0,1,8
100,2,7,0,1,3,5,1,4,4,0,2,7
103,2,7,0,1,1,7,1,4,4,0,2,7
105,2,7,0,1,1,7,0,2,7,0,1,8
109,2,7,0,0,1,8,1,2,6,0,2,7
111,2,7,0,0,1,8,0,3,6,0,1,8
112,2,7,0,0,2,7,0,1,8,0,2,7
113,2,7,0,2,3,4,0,6,3,0,2,7
118,2,7,0,1,2,6,2,3,4,0,0,9
119,2,7,0,2,1,6,1,0,8,0,1,8
120,2,7,0,0,2,7,0,0,9,0,0,9
123,2,7,0,2,3,4,1,5,3,0,0,9
124,3,6,0,1,6,2,0,4,5,0,2,7
129,2,7,0,0,0,9,1,7,1,0,1,8
131,2,7,0,0,2,7,0,2,7,0,1,8
138,2,7,0,0,0,9,1,0,8,0,1,8
142,2,7,0,2,2,5,1,3,5,0,2,7
145,3,5,1,1,6,2,0,6,3,0,1,8
148,2,7,0,1,0,8,0,3,6,0,1,8
149,2,7,0,0,1,8,0,1,8,0,1,8
150,2,7,0,0,3,6,0,4,5,0,2,7
159,2,7,0,2,3,4,1,3,5,0,0,9
163,2,7,0,1,1,7,1,0,8,0,0,9
168,2,7,0,0,1,8,1,2,6,1,2,6
170,2,7,0,1,0,8,0,2,7,1,2,6
174,2,7,0,2,3,4,1,4,4,0,2,7
176,2,7,0,0,2,7,0,1,8,0,1,8
191,2,7,0,2,4,3,0,4,5,0,0,9
199,2,7,0,0,3,6,0,3,6,0,1,8
203,2,7,0,0,1,8,1,5,3,1,2,6
207,2,7,0,0,3,6,0,0,9,0,0,9
227,2,7,0,0,1,8,0,2,7,0,0,9
242,2,7,0,0,0,9,0,1,8,0,2,7
248,2,7,0,0,1,8,1,1,7,0,2,7
266,2,7,0,0,3,6,0,3,6,1,2,6
267,2,7,0,1,0,8,3,1,5,0,1,8
286,2,7,0,1,1,7,0,0,9,0,0,9
287,2,7,0,0,2,7,0,2,7,0,1,8
297,2,7,0,0,0,9,0,0,9,0,2,7
302,2,7,0,2,0,7,0,0,9,1,2,6
310,2,7,0,1,1,7,1,1,7,0,2,7
311,2,7,0,0,0,9,3,1,5,1,1,7
312,2,7,0,0,0,9,1,1,7,0,2,7
333,2,7,0,1,0,8,2,0,7,0,0,9
335,2,7,0,0,0,9,0,0,9,0,0,9
336,2,7,0,0,1,8,2,1,6,0,2,7
351,2,7,0,1,1,7,0,1,8,0,1,8
361,2,7,0,0,2,7,1,0,8,0,0,9
370,2,7,0,0,0,9,0,1,8,0,1,8
381,2,7,0,0,0,9,0,1,8,0,0,9
392,2,7,0,0,2,7,1,0,8,0,2,7
394,2,7,0,0,0,9,0,0,9,0,1,8
423,2,7,0,0,0,9,1,1,7,0,1,8
429,2,7,0,0,0,9,0,0,9,0,1,8
433,2,7,0,0,2,7,0,2,7,0,0,9
435,2,7,0,0,2,7,1,2,6,0,2,7
437,2,7,0,0,0,9,0,3,6,0,1,8
449,2,7,0,1,1,7,1,1,7,0,2,7
469,2,7,0,2,0,7,5,0,4,0,0,9
501,2,7,0,0,0,9,1,0,8,0,1,8
512,2,7,0,1,0,8,1,1,7,0,2,7
518,2,7,0,1,0,8,0,0,9,0,1,8
521,2,7,0,0,0,9,0,1,8,0,0,9
562,2,7,0,0,0,9,0,0,9,0,2,7
567,2,7,0,0,0,9,0,0,9,0,2,7
633,2,7,0,0,0,9,0,0,9,0,2,7
638,2,7,0,0,0,9,0,1,8,1,2,6
640,2,7,0,0,0,9,0,1,8,0,1,8
656,2,7,0,0,0,9,1,2,6,0,2,7
657,2,7,0,0,0,9,1,1,7,0,0,9
753,2,7,0,1,0,8,0,1,8,0,1,8
765,2,7,0,0,0,9,0,0,9,1,2,6
796,2,7,0,1,0,8,0,0,9,0,0,9
809,2,7,0,0,0,9,1,0,8,0,1,8
821,2,7,0,0,0,9,0,0,9,0,1,8
844,2,7,0,0,0,9,0,0,9,0,2,7
899,2,7,0,0,1,8,0,1,8,0,1,8
956,2,7,0,1,0,8,0,0,9,1,2,6
1019,2,7,0,0,0,9,5,0,4,0,0,9
1057,2,7,0,1,0,8,1,0,8,0,1,8
1069,2,7,0,0,0,9,0,0,9,0,0,9
