bad_user_id, l2_topk_bad, l2_topk_good, unlabelled_l2_topk,l2_lastk_bad, l2_lastk_good, unlabelled_l2_lastk,cosine_topk_bad, cosine_topk_good, unlabelled_cosine_topk,cosine_lastk_bad, cosine_lastk_good,unlabelled_cosine_lastk 
11,7,0,13,2,14,4,2,9,9,3,0,17
15,7,0,13,1,13,6,2,12,6,2,0,18
90,6,7,7,1,10,9,1,9,10,3,0,17
95,7,0,13,1,12,7,2,11,7,2,0,18
177,6,0,14,2,14,4,2,10,8,2,0,18
197,5,12,3,1,7,12,0,8,12,3,0,17
211,3,14,3,1,7,12,2,4,14,4,0,16
255,3,14,3,0,3,17,2,5,13,4,0,16
257,3,14,3,1,2,17,0,1,19,4,0,16
272,3,14,3,2,8,10,2,7,11,3,0,17
338,3,14,3,0,0,20,2,0,18,2,0,18
384,3,14,3,3,1,16,0,2,18,3,0,17
416,3,14,3,1,1,18,1,1,18,4,0,16
759,3,14,3,2,1,17,0,1,19,2,0,18
946,3,14,3,1,3,16,0,1,19,2,0,18
1760,3,14,3,1,2,17,0,6,14,2,0,18
2336,5,12,3,1,7,12,0,10,10,2,0,18
2408,3,14,3,0,1,19,0,1,19,2,0,18
3133,3,14,3,0,0,20,0,0,20,2,0,18
3254,3,14,3,2,1,17,1,1,18,2,0,18
3516,3,14,3,0,0,20,0,1,19,2,0,18
3774,3,14,3,0,1,19,1,3,16,2,0,18
7371,3,14,3,0,1,19,0,0,20,2,0,18
7380,3,14,3,3,0,17,0,0,20,2,0,18
7398,3,14,3,2,1,17,0,0,20,2,0,18
7406,3,14,3,1,1,18,0,0,20,2,0,18
7408,3,14,3,1,0,19,5,0,15,0,1,19
7412,3,14,3,1,0,19,1,0,19,2,0,18
7417,3,14,3,3,0,17,1,0,19,0,0,20
7423,3,14,3,0,0,20,0,0,20,2,0,18
7426,3,14,3,0,0,20,3,0,17,2,0,18
7433,3,14,3,0,0,20,0,0,20,2,0,18
7435,3,14,3,0,0,20,1,0,19,2,0,18
7442,3,14,3,1,1,18,1,1,18,2,0,18
7447,3,14,3,0,0,20,0,1,19,2,0,18
7448,3,14,3,8,0,12,8,0,12,0,1,19
7457,3,14,3,1,0,19,1,0,19,2,0,18
7459,3,14,3,6,0,14,7,0,13,0,1,19
7470,3,14,3,6,0,14,7,0,13,0,1,19
7471,3,14,3,6,0,14,7,0,13,0,1,19
7472,3,14,3,6,0,14,7,0,13,0,1,19
7474,3,14,3,6,0,14,7,0,13,0,1,19
7475,3,14,3,6,0,14,7,0,13,0,1,19
7477,3,14,3,8,0,12,8,0,12,0,1,19
7479,3,14,3,0,0,20,0,0,20,2,0,18
7480,3,14,3,8,0,12,8,0,12,0,1,19
7483,3,14,3,1,0,19,3,0,17,0,0,20
7484,3,14,3,1,0,19,0,0,20,0,1,19
7485,3,14,3,2,0,18,1,0,19,0,1,19
7501,3,14,3,2,0,18,2,0,18,2,0,18
7503,3,14,3,0,0,20,1,0,19,2,0,18
7504,3,14,3,0,0,20,0,0,20,2,0,18
7505,3,14,3,4,0,16,1,0,19,0,1,19
7506,3,14,3,11,0,9,2,0,18,0,0,20
7507,3,14,3,0,0,20,0,0,20,2,0,18
7510,3,14,3,0,0,20,1,0,19,1,0,19
7513,3,14,3,3,1,16,2,0,18,2,0,18
7514,3,14,3,0,1,19,2,0,18,2,0,18
7516,3,14,3,2,0,18,1,0,19,2,0,18
7521,3,14,3,1,0,19,1,0,19,2,0,18
7522,3,14,3,2,0,18,2,0,18,0,0,20
7523,3,14,3,2,0,18,2,0,18,0,0,20
7528,3,14,3,0,1,19,0,1,19,2,0,18
7532,3,14,3,2,0,18,2,0,18,0,0,20
7535,3,14,3,1,0,19,3,0,17,0,0,20
7540,3,14,3,1,0,19,1,0,19,2,0,18
7542,3,14,3,5,0,15,10,0,10,0,1,19
7543,3,14,3,5,0,15,10,0,10,0,1,19
7544,3,14,3,2,0,18,2,0,18,2,0,18
7550,3,14,3,2,2,16,0,3,17,2,0,18
7554,3,14,3,1,2,17,0,1,19,2,0,18
7555,3,14,3,1,0,19,1,0,19,2,0,18
7556,3,14,3,7,0,13,1,0,19,0,1,19
7558,3,14,3,0,0,20,0,0,20,2,0,18
7559,3,14,3,4,0,16,1,0,19,0,1,19
7563,3,14,3,0,0,20,1,0,19,2,0,18
7564,3,14,3,1,1,18,0,10,10,2,0,18
7566,3,14,3,1,0,19,1,1,18,2,0,18
7567,3,14,3,5,0,15,7,0,13,0,1,19
7568,3,14,3,1,1,18,0,0,20,2,0,18
7574,3,14,3,5,0,15,7,0,13,0,1,19
7575,3,14,3,1,0,19,0,0,20,2,0,18
7578,3,14,3,2,0,18,1,0,19,2,0,18
7583,3,14,3,1,0,19,1,0,19,2,0,18
7584,3,14,3,1,2,17,1,1,18,2,0,18
7585,3,14,3,2,0,18,2,2,16,2,0,18
7586,3,14,3,0,0,20,2,0,18,2,0,18
7587,3,14,3,0,1,19,0,2,18,2,0,18
7588,3,14,3,2,0,18,1,3,16,2,0,18
7590,3,14,3,1,2,17,2,2,16,2,0,18
7591,3,14,3,1,4,15,1,4,15,2,0,18
7594,3,14,3,0,1,19,2,2,16,2,0,18
7595,3,14,3,1,9,10,1,11,8,2,0,18
7596,3,14,3,2,0,18,1,3,16,2,0,18
7597,3,14,3,3,0,17,0,1,19,2,0,18
7598,3,14,3,4,0,16,2,1,17,2,0,18
7599,3,14,3,2,0,18,2,0,18,2,0,18
7600,3,14,3,0,1,19,0,0,20,2,0,18
7601,3,14,3,2,1,17,2,1,17,2,0,18
7602,3,14,3,2,2,16,4,1,15,2,0,18
7603,4,8,8,2,8,10,0,7,13,2,0,18
7604,3,14,3,0,2,18,0,5,15,2,0,18
