bad_user_id, l2_topk_bad, l2_lastk_bad, cosine_topk_bad, cosine_lastk_bad, unlabelled_l2_topk, unlabelled_l2_lastk, l2_topk_good, l2_lastk_good, cosine_topk_good, cosine_lastk_good,unlabelled_cosine_topk, unlabelled_cosine_lastk
1,3,1,1,2,7,2,0,7,5,0,4,8
2,3,1,1,2,7,2,0,7,4,0,5,8
3,3,2,1,2,7,2,0,6,8,0,1,8
4,3,1,1,2,7,4,0,5,7,0,2,8
5,3,1,1,2,7,4,0,5,4,0,5,8
6,3,1,1,2,7,3,0,6,5,0,4,8
7,2,1,1,2,8,2,0,7,6,0,3,8
8,4,1,1,2,6,3,0,6,6,0,3,8
9,3,2,1,2,7,3,0,5,3,0,6,8
10,3,1,1,2,7,3,0,6,4,0,5,8
13,2,0,1,2,1,8,7,2,6,0,3,8
14,4,0,0,2,1,3,5,7,3,0,7,8
16,2,2,1,2,1,7,7,1,5,0,4,8
19,3,1,0,2,7,3,0,6,7,0,3,8
20,2,2,2,2,1,4,7,4,4,0,4,8
21,3,1,1,2,7,5,0,4,7,0,2,8
23,2,0,1,2,1,8,7,2,5,0,4,8
24,3,1,1,2,7,3,0,6,8,0,1,8
26,3,1,1,2,7,3,0,6,5,0,4,8
27,4,0,0,2,2,2,4,8,7,0,3,8
28,2,0,1,2,1,10,7,0,4,0,5,8
30,3,1,2,2,7,3,0,6,3,0,5,8
31,4,0,2,2,3,5,3,5,3,0,5,8
32,3,1,1,2,7,5,0,4,4,0,5,8
34,4,0,0,2,3,3,3,7,7,0,3,8
36,3,0,0,2,7,5,0,5,7,0,3,8
37,2,0,1,2,1,8,7,2,3,0,6,8
40,4,0,1,2,4,5,2,5,5,0,4,8
41,2,0,0,0,1,9,7,1,0,0,10,10
42,3,1,2,2,7,4,0,5,4,0,4,8
43,2,1,1,2,8,5,0,4,7,0,2,8
45,2,2,1,2,1,5,7,3,2,0,7,8
46,2,0,2,2,1,9,7,1,5,0,3,8
47,4,0,2,2,2,3,4,7,2,0,6,8
49,4,0,0,2,2,3,4,7,6,0,4,8
53,2,1,0,2,1,5,7,4,3,0,7,8
54,2,0,0,2,1,8,7,2,3,0,7,8
56,2,0,0,2,1,7,7,3,2,0,8,8
59,2,0,0,2,1,9,7,1,3,0,7,8
63,2,2,3,2,1,5,7,3,2,0,5,8
67,4,0,1,2,3,3,3,7,4,0,5,8
68,2,1,1,2,1,8,7,1,3,0,6,8
73,4,0,0,2,2,2,4,8,6,0,4,8
75,4,1,1,2,1,2,5,7,5,0,4,8
77,2,0,2,2,1,8,7,2,3,0,5,8
83,2,2,0,2,1,5,7,3,3,0,7,8
85,4,2,1,2,6,3,0,5,7,0,2,8
91,2,0,0,2,1,10,7,0,1,0,9,8
92,2,0,0,2,1,8,7,2,4,0,6,8
100,2,1,1,2,1,6,7,3,4,0,5,8
103,2,1,1,2,1,7,7,2,2,0,7,8
105,2,1,0,2,1,8,7,1,2,0,8,8
109,2,0,0,2,1,9,7,1,3,0,7,8
111,2,0,1,2,1,8,7,2,2,0,7,8
112,2,0,0,2,1,8,7,2,2,0,8,8
113,2,2,2,2,1,5,7,3,4,0,4,8
118,2,1,1,2,1,6,7,3,2,0,7,8
119,2,2,1,2,1,7,7,1,0,0,9,8
120,2,0,0,2,1,9,7,1,2,0,8,8
123,2,2,1,2,1,5,7,3,5,0,4,8
124,4,1,0,2,0,2,6,7,3,0,7,8
129,2,0,1,2,1,10,7,0,6,0,3,8
131,2,0,3,2,1,8,7,2,2,0,5,8
138,2,1,1,2,1,9,7,0,0,0,9,8
142,2,2,1,2,1,5,7,3,2,0,7,8
145,4,1,0,2,1,2,5,7,7,0,3,8
148,2,1,0,2,1,9,7,0,3,0,7,8
149,2,0,0,2,1,9,7,1,2,0,8,8
150,2,0,0,2,1,7,7,3,2,0,8,8
159,2,2,1,2,1,4,7,4,3,0,6,8
163,2,1,1,2,1,7,7,2,1,0,8,8
168,2,0,0,2,1,9,7,1,1,0,9,8
170,2,1,0,2,1,9,7,0,2,0,8,8
174,2,2,1,2,1,5,7,3,4,0,5,8
176,2,0,1,2,1,8,7,2,0,0,9,8
191,2,2,0,2,1,3,7,5,2,0,8,8
199,2,0,0,2,1,7,7,3,3,0,7,8
203,2,0,1,2,1,8,7,2,3,0,6,8
207,2,0,0,2,1,6,7,4,3,0,7,8
227,2,0,0,2,1,9,7,1,2,0,8,8
242,2,0,1,2,1,10,7,0,1,0,8,8
248,2,0,2,2,1,9,7,1,0,0,8,8
266,2,0,0,2,1,6,7,4,2,0,8,8
267,2,1,2,2,1,8,7,1,2,0,6,8
286,2,1,1,2,1,8,7,1,1,0,8,8
287,2,0,0,2,1,8,7,2,2,0,8,8
297,2,1,0,2,1,9,7,0,1,0,9,8
302,2,2,1,2,1,8,7,0,1,0,8,8
310,2,1,0,2,1,8,7,1,0,0,10,8
311,2,0,2,2,1,10,7,0,1,0,7,8
312,2,1,0,2,1,9,7,0,0,0,10,8
333,2,1,1,2,1,9,7,0,1,0,8,8
335,2,0,0,2,1,10,7,0,0,0,10,8
336,2,0,1,2,1,9,7,1,2,0,7,8
351,2,1,0,2,1,8,7,1,1,0,9,8
361,2,0,0,2,1,9,7,1,0,0,10,8
370,2,0,1,2,1,10,7,0,1,0,8,8
381,2,0,0,2,1,10,7,0,0,0,10,8
392,2,0,2,2,1,7,7,3,1,0,7,8
394,2,1,0,2,1,9,7,0,1,0,9,8
423,2,0,0,2,1,10,7,0,0,0,10,8
429,2,0,1,2,1,10,7,0,0,0,9,8
433,2,0,1,2,1,8,7,2,0,0,9,8
435,2,0,1,2,1,8,7,2,2,0,7,8
437,2,0,0,2,1,10,7,0,1,0,9,8
449,2,1,0,2,1,7,7,2,2,0,8,8
469,2,0,0,0,1,10,7,0,1,0,9,10
501,2,0,2,2,1,10,7,0,2,0,6,8
512,2,0,1,2,1,10,7,0,1,0,8,8
518,2,1,0,2,1,9,7,0,0,0,10,8
521,2,0,0,2,1,10,7,0,1,0,9,8
562,2,0,0,2,1,10,7,0,0,0,10,8
567,2,0,0,2,1,10,7,0,0,0,10,8
633,2,0,1,2,1,10,7,0,0,0,9,8
638,2,0,0,2,1,10,7,0,1,0,9,8
640,2,0,3,2,1,10,7,0,0,0,7,8
656,2,0,0,2,1,10,7,0,1,0,9,8
657,2,0,0,2,1,9,7,1,1,0,9,8
753,2,0,0,2,1,10,7,0,1,0,9,8
765,2,0,1,2,1,10,7,0,0,0,9,8
796,2,1,0,2,1,9,7,0,0,0,10,8
809,2,0,0,2,1,10,7,0,1,0,9,8
821,2,0,0,2,1,10,7,0,0,0,10,8
844,2,0,1,2,1,10,7,0,1,0,8,8
899,2,0,0,2,1,9,7,1,1,0,9,8
956,2,1,1,2,1,9,7,0,0,0,9,8
1019,2,0,0,0,1,10,7,0,0,0,10,10
1057,2,1,1,2,1,9,7,0,0,0,9,8
1069,2,0,0,2,1,10,7,0,0,0,10,8
1072,2,0,0,2,1,10,7,0,1,0,9,8
1151,2,0,0,2,1,10,7,0,0,0,10,8
1338,2,0,0,2,1,10,7,0,0,0,10,8
1371,2,0,0,2,1,10,7,0,0,0,10,8
1395,2,0,0,0,1,10,7,0,0,0,10,10
1551,2,0,0,2,1,9,7,1,1,0,9,8
