bad_user_id, l2_topk_bad, l2_topk_good, unlabelled_l2_topk,l2_lastk_bad, l2_lastk_good, unlabelled_l2_lastk,cosine_topk_bad, cosine_topk_good, unlabelled_cosine_topk,cosine_lastk_bad, cosine_lastk_good,unlabelled_cosine_lastk 
1,10,0,15,4,14,7,2,12,11,1,0,24
2,10,0,15,4,14,7,3,11,11,0,2,23
3,10,0,15,4,14,7,2,15,8,0,2,23
4,10,0,15,2,13,10,2,14,9,0,2,23
5,10,0,15,2,16,7,4,10,11,0,1,24
6,10,0,15,2,16,7,3,10,12,0,2,23
7,10,0,15,4,14,7,3,13,9,0,1,24
8,10,0,15,3,15,7,3,13,9,0,2,23
9,10,0,15,2,15,8,3,9,13,0,1,24
10,10,0,15,3,15,7,4,9,12,0,2,23
13,5,15,5,1,8,16,2,13,10,0,1,24
14,10,5,10,2,14,9,2,10,13,0,1,24
16,9,8,8,4,10,11,3,12,10,0,2,23
19,10,0,15,2,16,7,4,14,7,0,0,25
20,9,7,9,2,13,10,3,7,15,0,2,23
21,11,0,14,1,14,10,3,15,7,0,1,24
23,4,15,6,3,5,17,2,11,12,0,1,24
24,10,0,15,3,15,7,3,15,7,1,1,23
26,10,0,15,3,15,7,3,14,8,1,2,22
27,10,4,11,2,14,9,1,14,10,1,0,24
28,4,15,6,0,1,24,2,12,11,0,2,23
30,10,0,15,2,16,7,3,10,12,0,2,23
31,10,3,12,2,14,9,3,7,15,0,2,23
32,11,0,14,1,15,9,2,14,9,0,1,24
34,10,3,12,2,14,9,3,12,10,1,2,22
36,11,0,14,1,15,9,3,14,8,0,2,23
37,4,15,6,2,7,16,2,8,15,0,2,23
40,10,2,13,2,14,9,3,15,7,0,2,23
41,4,15,6,4,1,20,7,0,18,0,1,24
42,10,0,15,2,14,9,3,11,11,0,2,23
43,10,0,15,2,14,9,4,14,7,0,2,23
45,4,15,6,3,8,14,3,12,10,0,2,23
46,4,15,6,1,1,23,2,12,11,0,2,23
47,10,4,11,2,14,9,3,8,14,1,2,22
49,10,4,11,2,14,9,2,13,10,0,2,23
53,4,15,6,3,7,15,2,7,16,0,1,24
54,4,15,6,0,4,21,2,8,15,0,1,24
56,4,15,6,1,4,20,1,6,18,0,2,23
59,4,15,6,0,3,22,0,5,20,1,0,24
63,4,15,6,3,8,14,4,7,14,0,2,23
67,10,3,12,2,14,9,3,11,11,0,2,23
68,4,15,6,2,5,18,0,2,23,0,1,24
73,10,4,11,2,14,9,0,13,12,0,2,23
75,10,5,10,2,14,9,2,14,9,0,1,24
77,6,15,4,2,8,15,2,9,14,0,0,25
83,7,13,5,2,7,16,1,8,16,1,1,23
85,10,0,15,2,15,8,4,14,7,1,2,22
91,4,15,6,1,1,23,1,5,19,1,2,22
92,6,15,4,2,8,15,2,8,15,0,1,24
100,4,15,6,3,8,14,2,10,13,0,2,23
103,9,9,7,4,9,12,3,8,14,0,2,23
105,4,15,6,3,6,16,0,7,18,1,1,23
109,4,15,6,2,4,19,1,6,18,0,2,23
111,4,15,6,0,6,19,0,7,18,0,1,24
112,4,15,6,0,4,21,1,4,20,0,2,23
113,4,15,6,3,9,13,3,8,14,0,2,23
118,4,15,6,2,10,13,3,5,17,0,1,24
119,4,15,6,2,5,18,1,3,21,0,2,23
120,4,15,6,0,4,21,0,6,19,0,0,25
123,8,12,5,3,7,15,3,9,13,1,0,24
124,10,6,9,2,13,10,1,9,15,0,2,23
129,4,15,6,0,2,23,2,13,10,0,1,24
131,4,15,6,0,3,22,3,5,17,0,1,24
138,4,15,6,1,0,24,1,0,24,0,1,24
142,9,12,4,3,7,15,2,12,11,0,2,23
145,10,5,10,2,14,9,3,13,9,1,0,24
148,4,15,6,4,0,21,0,5,20,0,2,23
149,4,15,6,1,3,21,0,3,22,0,1,24
150,4,15,6,1,6,18,1,7,17,0,2,23
159,4,15,6,3,9,13,2,7,16,0,1,24
163,4,15,6,1,4,20,3,5,17,0,1,24
168,4,15,6,2,3,20,1,3,21,1,2,22
170,4,15,6,1,1,23,1,4,20,0,2,23
174,8,12,5,3,7,15,2,10,13,1,0,24
176,4,15,6,1,3,21,1,4,20,1,0,24
191,4,15,6,3,8,14,1,4,20,0,1,24
199,4,15,6,0,3,22,1,7,17,0,2,23
203,5,15,5,1,8,16,2,6,17,1,2,22
