bad_user_id, l2_topk_bad, l2_lastk_bad, cosine_topk_bad, cosine_lastk_bad, unlabelled_l2_topk, unlabelled_l2_lastk, l2_topk_good, l2_lastk_good, cosine_topk_good, cosine_lastk_good,unlabelled_cosine_topk, unlabelled_cosine_lastk
1,6,1,0,0,2,1,0,6,3,0,5,8
2,6,1,2,0,2,1,0,6,2,2,4,6
3,6,1,2,0,2,1,0,6,6,2,0,6
4,6,1,2,0,2,4,0,3,6,2,0,6
5,6,1,1,0,2,3,0,4,5,1,2,7
6,6,1,1,0,2,3,0,4,5,1,2,7
7,6,1,1,0,2,2,0,5,6,1,1,7
8,6,0,1,0,2,3,0,5,6,2,1,6
9,6,1,1,0,2,2,0,5,5,1,2,7
10,6,1,0,0,2,2,0,5,6,2,2,6
13,2,0,2,0,0,7,6,1,5,1,1,7
14,3,0,0,0,0,2,5,6,2,1,6,7
16,2,1,1,0,0,6,6,1,6,2,1,6
19,6,1,0,0,2,3,0,4,7,0,1,8
20,2,2,0,0,0,3,6,3,3,1,5,7
21,6,0,1,0,2,4,0,4,4,1,3,7
23,2,0,1,0,0,6,6,2,3,0,4,8
24,6,1,0,1,2,3,0,4,7,1,1,6
26,6,0,2,1,2,3,0,5,3,2,3,5
27,3,0,0,0,1,2,4,6,5,0,3,8
28,2,0,1,0,0,8,6,0,5,2,2,6
30,6,1,1,0,2,3,0,4,2,2,5,6
31,4,0,2,0,1,4,3,4,2,2,4,6
32,6,0,1,0,2,4,0,4,4,1,3,7
34,4,0,0,1,1,3,3,5,4,2,4,5
36,6,0,0,0,2,4,0,4,6,2,2,6
37,2,0,0,0,0,7,6,1,4,2,4,6
40,5,0,1,0,1,4,2,4,3,2,4,6
41,2,1,4,0,0,6,6,1,0,0,4,8
42,6,0,1,0,2,4,0,4,4,2,3,6
43,6,0,0,0,2,4,0,4,7,1,1,7
45,2,1,1,0,0,5,6,2,4,2,3,6
46,2,0,1,0,0,8,6,0,6,2,1,6
47,3,0,1,1,1,3,4,5,3,2,4,5
49,3,0,0,0,1,2,4,6,5,2,3,6
53,2,1,1,0,0,3,6,4,2,0,5,8
54,2,0,0,0,0,6,6,2,1,1,7,7
56,2,0,1,0,0,6,6,2,1,2,6,6
59,2,0,0,0,0,7,6,1,1,0,7,8
63,2,2,0,0,0,3,6,3,3,2,5,6
67,4,0,1,0,1,3,3,5,4,1,3,7
68,2,0,0,0,0,5,6,3,0,1,8,7
73,3,0,0,0,1,2,4,6,4,2,4,6
75,3,1,1,0,0,2,5,5,2,1,5,7
77,2,0,1,0,0,7,6,1,3,0,4,8
83,2,2,0,1,0,3,6,3,2,1,6,6
85,6,1,0,1,2,2,0,5,7,2,1,5
91,2,0,1,1,0,8,6,0,1,2,6,5
92,2,0,0,0,0,7,6,1,3,1,5,7
100,2,0,1,0,0,5,6,3,4,2,3,6
103,2,1,1,0,0,7,6,0,4,2,3,6
105,2,1,0,0,0,6,6,1,1,1,7,7
109,2,0,1,0,0,7,6,1,2,2,5,6
111,2,0,0,0,0,7,6,1,3,1,5,7
112,2,0,0,0,0,7,6,1,1,2,7,6
113,2,2,0,0,0,4,6,2,6,2,2,6
118,2,1,2,0,0,6,6,1,3,1,3,7
119,2,2,1,0,0,6,6,0,0,1,7,7
120,2,0,0,0,0,6,6,2,0,0,8,8
123,2,2,1,0,0,3,6,3,4,0,3,8
124,2,1,0,0,0,2,6,5,4,2,4,6
129,2,0,1,0,0,8,6,0,6,1,1,7
131,2,0,0,0,0,7,6,1,2,1,6,7
138,2,0,1,0,0,8,6,0,0,1,7,7
142,2,1,0,0,0,5,6,2,3,2,5,6
145,3,0,0,0,0,2,5,6,5,0,3,8
148,2,1,0,0,0,7,6,0,2,2,6,6
149,2,0,0,0,0,7,6,1,1,1,7,7
150,2,0,0,0,0,5,6,3,3,2,5,6
159,2,1,1,0,0,4,6,3,3,1,4,7
163,2,0,0,0,0,7,6,1,0,0,8,8
168,2,0,1,1,0,7,6,1,1,2,6,5
170,2,1,0,0,0,7,6,0,2,2,6,6
174,2,2,1,0,0,3,6,3,4,0,3,8
176,2,0,0,0,0,7,6,1,1,0,7,8
191,2,2,0,0,0,3,6,3,4,0,4,8
199,2,0,0,0,0,5,6,3,3,1,5,7
203,2,0,0,1,0,8,6,0,5,2,3,5
207,2,0,0,0,0,6,6,2,0,0,8,8
227,2,0,0,0,0,7,6,1,2,0,6,8
242,2,0,0,0,0,8,6,0,1,2,7,6
248,2,0,1,0,0,7,6,1,0,1,7,7
266,2,0,0,0,0,5,6,3,2,2,6,6
267,2,1,3,0,0,7,6,0,1,1,4,7
286,2,1,0,0,0,6,6,1,0,0,8,8
287,2,0,0,0,0,6,6,2,2,1,6,7
297,2,0,0,0,0,8,6,0,0,2,8,6
302,2,2,0,1,0,6,6,0,0,2,8,5
310,2,1,1,0,0,6,6,1,0,2,7,6
311,2,0,3,1,0,8,6,0,0,1,5,6
312,2,0,1,0,0,8,6,0,1,2,6,6
333,2,1,1,0,0,7,6,0,0,0,7,8
335,2,0,0,0,0,8,6,0,0,0,8,8
336,2,0,2,0,0,8,6,0,1,2,5,6
351,2,1,0,0,0,6,6,1,1,0,7,8
361,2,0,1,0,0,6,6,2,0,0,7,8
370,2,0,0,0,0,8,6,0,1,1,7,7
381,2,0,0,0,0,8,6,0,0,0,8,8
392,2,0,1,0,0,6,6,2,0,2,7,6
394,2,0,0,0,0,8,6,0,0,1,8,7
423,2,0,1,0,0,8,6,0,1,1,6,7
429,2,0,0,0,0,8,6,0,0,1,8,7
433,2,0,0,0,0,6,6,2,2,0,6,8
435,2,0,1,0,0,6,6,2,1,2,6,6
437,2,0,0,0,0,8,6,0,2,0,6,8
449,2,1,1,0,0,6,6,1,1,2,6,6
469,2,2,4,0,0,6,6,0,0,0,4,8
501,2,0,1,0,0,8,6,0,0,1,7,7
512,2,1,0,0,0,7,6,0,1,2,7,6
518,2,1,0,0,0,7,6,0,0,1,8,7
521,2,0,0,0,0,8,6,0,1,0,7,8
562,2,0,0,0,0,8,6,0,0,2,8,6
567,2,0,0,0,0,8,6,0,0,2,8,6
633,2,0,0,0,0,8,6,0,0,2,8,6
638,2,0,0,1,0,8,6,0,1,2,7,5
640,2,0,0,0,0,8,6,0,0,1,8,7
656,2,0,0,0,0,8,6,0,2,2,6,6
657,2,0,1,0,0,8,6,0,1,0,6,8
753,2,0,0,0,0,8,6,0,0,1,8,7
765,2,0,0,1,0,8,6,0,0,2,8,5
796,2,1,0,0,0,7,6,0,0,0,8,8
809,2,0,1,0,0,8,6,0,0,1,7,7
821,2,0,0,0,0,8,6,0,0,1,8,7
844,2,0,0,0,0,8,6,0,0,2,8,6
899,2,0,0,0,0,7,6,1,1,1,7,7
956,2,1,0,1,0,7,6,0,0,2,8,5
1019,2,0,4,0,0,8,6,0,0,0,4,8
1057,2,1,1,0,0,7,6,0,0,1,7,7
1069,2,0,0,0,0,8,6,0,0,2,8,6
1072,2,0,0,0,0,8,6,0,0,2,8,6
1151,2,0,0,0,0,8,6,0,0,2,8,6
1338,2,0,0,0,0,8,6,0,0,0,8,8
1371,2,0,0,0,0,8,6,0,0,2,8,6
1395,2,0,4,0,0,8,6,0,0,0,4,8
1551,2,0,0,0,0,7,6,1,1,1,7,7
