bad_user_id, l2_topk_bad, l2_topk_good, unlabelled_l2_topk,l2_lastk_bad, l2_lastk_good, unlabelled_l2_lastk,cosine_topk_bad, cosine_topk_good, unlabelled_cosine_topk,cosine_lastk_bad, cosine_lastk_good,unlabelled_cosine_lastk 
1,10,0,25,4,21,10,2,13,20,3,2,30
2,10,0,25,4,21,10,3,17,15,0,3,32
3,10,0,25,4,21,10,3,16,16,4,2,29
4,10,0,25,2,21,12,4,15,16,0,3,32
5,10,0,25,3,21,11,4,15,16,0,2,33
6,10,0,25,3,21,11,5,14,16,0,2,33
7,10,0,25,4,21,10,5,14,16,3,2,30
8,10,0,25,4,21,10,5,14,16,0,3,32
9,10,0,25,2,21,12,4,15,16,0,2,33
10,10,0,25,4,21,10,4,16,15,0,3,32
13,11,15,9,2,13,20,4,14,17,0,2,33
14,12,5,18,4,17,14,4,13,18,0,2,33
16,12,8,15,4,15,16,5,13,17,0,3,32
19,10,0,25,3,21,11,5,17,13,0,1,34
20,12,7,16,4,18,13,4,13,18,0,2,33
21,11,0,24,2,22,11,3,19,13,0,2,33
23,4,22,9,4,5,26,4,14,17,0,1,34
24,10,0,25,3,21,11,4,17,14,1,2,32
26,10,0,25,4,21,10,5,18,12,1,3,31
27,12,4,19,3,17,15,3,18,14,3,1,31
28,4,22,9,0,2,33,2,15,18,4,2,29
30,10,0,25,3,21,11,4,16,15,0,3,32
31,12,3,20,2,20,13,3,14,18,0,3,32
32,11,0,24,2,22,11,2,20,13,4,2,29
34,12,3,20,2,18,15,3,15,17,1,3,31
36,11,0,24,2,22,11,5,15,15,0,3,32
37,11,15,9,3,12,20,4,12,19,0,3,32
40,12,2,21,2,20,13,4,19,12,0,3,32
41,4,22,9,4,1,30,14,0,21,0,1,34
42,10,0,25,2,22,11,3,15,17,0,3,32
43,10,0,25,2,22,11,5,17,13,0,2,33
45,8,20,7,4,9,22,4,14,17,0,3,32
46,4,22,9,1,1,33,2,16,17,0,3,32
47,12,4,19,3,17,15,4,10,21,1,3,31
49,12,4,19,3,17,15,3,15,17,0,3,32
53,8,20,7,4,9,22,3,10,22,0,1,34
54,4,22,9,0,4,31,2,12,21,3,2,30
56,5,21,9,1,7,27,1,11,23,0,3,32
59,4,22,9,0,3,32,0,7,28,3,2,30
63,8,20,7,4,9,22,4,11,20,0,3,32
67,12,3,20,2,18,15,4,12,19,0,2,33
68,4,22,9,2,6,27,2,8,25,0,2,33
73,12,4,19,3,17,15,2,18,15,4,2,29
75,12,5,18,4,17,14,4,17,14,0,2,33
77,10,15,10,3,12,20,2,12,21,0,1,34
83,10,13,12,3,10,22,2,11,22,1,2,32
85,10,0,25,2,21,12,5,16,14,1,2,32
91,4,22,9,1,2,32,1,7,27,1,3,31
92,10,15,10,3,12,20,2,13,20,0,2,33
100,9,18,8,3,11,21,3,12,20,0,3,32
103,11,9,15,4,14,17,4,10,21,0,3,32
105,8,20,7,4,9,22,2,10,23,4,2,29
109,4,22,9,2,6,27,2,8,25,0,3,32
111,4,22,9,0,8,27,1,8,26,3,2,30
112,4,22,9,0,5,30,1,5,29,0,3,32
113,8,19,8,3,11,21,4,10,21,0,3,32
118,10,17,8,3,11,21,3,9,23,0,2,33
119,4,22,9,3,5,27,2,3,30,0,2,33
120,4,22,9,0,4,31,1,8,26,0,1,34
123,11,12,12,4,10,21,4,13,18,3,1,31
124,12,6,17,4,18,13,4,12,19,0,3,32
129,4,22,9,0,2,33,2,16,17,0,2,33
131,4,22,9,0,5,30,3,9,23,0,2,33
138,4,22,9,1,0,34,1,0,34,0,2,33
142,11,12,12,4,11,20,3,16,16,0,3,32
145,12,5,18,4,17,14,3,15,17,3,1,31
148,4,22,9,5,1,29,0,7,28,0,3,32
149,4,22,9,3,3,29,0,4,31,0,2,33
