bad_user_id, l2_topk_bad, l2_topk_good, unlabelled_l2_topk,l2_lastk_bad, l2_lastk_good, unlabelled_l2_lastk,cosine_topk_bad, cosine_topk_good, unlabelled_cosine_topk,cosine_lastk_bad, cosine_lastk_good,unlabelled_cosine_lastk 
1,4,0,2,1,4,1,0,3,3,0,2,4
2,4,0,2,1,4,1,2,2,2,0,2,4
3,4,0,2,1,4,1,1,5,0,0,2,4
4,4,0,2,1,2,3,2,4,0,0,2,4
5,4,0,2,1,3,2,1,4,1,0,1,5
6,4,0,2,1,3,2,1,4,1,0,1,5
7,4,0,2,1,4,1,1,4,1,0,1,5
8,4,0,2,0,4,2,1,4,1,1,1,4
9,4,0,2,0,4,2,0,4,2,0,1,5
10,4,0,2,0,4,2,0,5,1,0,2,4
13,2,4,0,0,0,6,1,5,0,0,1,5
14,2,4,0,0,5,1,0,1,5,0,1,5
16,2,4,0,1,1,4,1,4,1,0,2,4
19,4,0,2,1,3,2,0,5,1,0,0,6
20,2,4,0,1,3,2,0,2,4,0,1,5
21,5,0,1,0,4,2,1,4,1,0,1,5
23,2,4,0,0,2,4,1,3,2,0,0,6
24,4,0,2,1,2,3,0,5,1,1,1,4
26,4,0,2,0,4,2,1,2,3,1,1,4
27,2,4,0,0,4,2,0,4,2,0,2,4
28,2,4,0,0,0,6,1,4,1,0,2,4
30,4,0,2,1,3,2,1,2,3,0,2,4
31,3,3,0,0,3,3,0,2,4,0,2,4
32,5,0,1,0,4,2,1,3,2,0,2,4
34,3,3,0,0,3,3,0,3,3,1,1,4
36,5,0,1,0,4,2,0,5,1,0,2,4
37,2,4,0,0,0,6,0,3,3,0,2,4
40,3,2,1,0,3,3,1,2,3,0,2,4
41,2,4,0,0,1,5,4,0,2,0,0,6
42,4,0,2,0,4,2,1,2,3,0,2,4
43,4,0,2,0,4,2,0,5,1,0,1,5
45,2,4,0,0,2,4,0,3,3,0,2,4
46,2,4,0,0,0,6,1,4,1,0,2,4
47,2,4,0,0,4,2,1,3,2,1,1,4
49,2,4,0,0,4,2,0,3,3,0,2,4
53,2,4,0,1,3,2,0,2,4,0,0,6
54,2,4,0,0,2,4,0,1,5,0,1,5
56,2,4,0,0,1,5,0,1,5,0,2,4
59,2,4,0,0,1,5,0,1,5,0,0,6
63,2,4,0,0,3,3,0,3,3,0,2,4
67,3,3,0,0,3,3,0,3,3,0,1,5
68,2,4,0,0,3,3,0,0,6,0,1,5
73,2,4,0,0,4,2,0,3,3,0,2,4
75,2,4,0,0,5,1,1,1,4,0,1,5
77,2,4,0,0,1,5,1,3,2,0,0,6
83,2,4,0,2,1,3,0,0,6,1,1,4
85,4,0,2,0,4,2,0,5,1,0,2,4
91,2,4,0,0,0,6,0,1,5,1,1,4
92,2,4,0,0,1,5,0,2,4,0,1,5
100,2,4,0,0,2,4,1,3,2,0,2,4
103,2,4,0,1,0,5,1,2,3,0,2,4
105,2,4,0,1,1,4,0,1,5,0,1,5
109,2,4,0,0,1,5,0,1,5,0,2,4
111,2,4,0,0,1,5,0,3,3,0,1,5
112,2,4,0,0,0,6,0,0,6,0,2,4
113,2,4,0,1,2,3,0,4,2,0,2,4
118,2,4,0,0,1,5,1,3,2,0,0,6
119,2,4,0,2,0,4,1,0,5,0,1,5
120,2,4,0,0,1,5,0,0,6,0,0,6
123,2,4,0,1,2,3,0,4,2,0,0,6
124,2,4,0,1,3,2,0,2,4,0,2,4
129,2,4,0,0,0,6,1,5,0,0,1,5
131,2,4,0,0,1,5,0,1,5,0,1,5
138,2,4,0,0,0,6,1,0,5,0,1,5
142,2,4,0,1,2,3,0,2,4,0,2,4
145,2,4,0,0,4,2,0,3,3,0,1,5
148,2,4,0,1,0,5,0,2,4,0,1,5
149,2,4,0,0,1,5,0,0,6,0,1,5
150,2,4,0,0,1,5,0,2,4,0,2,4
159,2,4,0,1,1,4,1,3,2,0,0,6
163,2,4,0,0,1,5,0,0,6,0,0,6
168,2,4,0,0,1,5,1,1,4,1,1,4
170,2,4,0,1,0,5,0,1,5,1,1,4
174,2,4,0,1,2,3,1,4,1,0,2,4
176,2,4,0,0,0,6,0,1,5,0,1,5
191,2,4,0,1,3,2,0,3,3,0,0,6
199,2,4,0,0,2,4,0,3,3,0,1,5
203,2,4,0,0,0,6,0,4,2,0,2,4
207,2,4,0,0,2,4,0,0,6,0,0,6
227,2,4,0,0,0,6,0,1,5,0,0,6
242,2,4,0,0,0,6,0,0,6,0,2,4
248,2,4,0,0,1,5,1,0,5,0,2,4
266,2,4,0,0,1,5,0,2,4,1,1,4
267,2,4,0,0,0,6,3,1,2,0,1,5
286,2,4,0,0,1,5,0,0,6,0,0,6
287,2,4,0,0,1,5,0,2,4,0,1,5
297,2,4,0,0,0,6,0,0,6,0,2,4
302,2,4,0,1,0,5,0,0,6,1,1,4
310,2,4,0,1,0,5,1,0,5,0,2,4
311,2,4,0,0,0,6,2,0,4,1,1,4
312,2,4,0,0,0,6,1,1,4,0,2,4
333,2,4,0,0,0,6,0,0,6,0,0,6
335,2,4,0,0,0,6,0,0,6,0,0,6
336,2,4,0,0,0,6,2,0,4,0,2,4
351,2,4,0,1,1,4,0,1,5,0,1,5
361,2,4,0,0,1,5,1,0,5,0,0,6
370,2,4,0,0,0,6,0,1,5,0,1,5
381,2,4,0,0,0,6,0,0,6,0,0,6
392,2,4,0,0,2,4,1,0,5,0,2,4
394,2,4,0,0,0,6,0,0,6,0,1,5
423,2,4,0,0,0,6,1,1,4,0,1,5
429,2,4,0,0,0,6,0,0,6,0,1,5
433,2,4,0,0,2,4,0,1,5,0,0,6
435,2,4,0,0,1,5,1,1,4,0,2,4
437,2,4,0,0,0,6,0,0,6,0,1,5
449,2,4,0,1,0,5,1,1,4,0,2,4
469,2,4,0,2,0,4,4,0,2,0,0,6
501,2,4,0,0,0,6,1,0,5,0,1,5
512,2,4,0,1,0,5,0,1,5,0,2,4
518,2,4,0,1,0,5,0,0,6,0,1,5
521,2,4,0,0,0,6,0,1,5,0,0,6
562,2,4,0,0,0,6,0,0,6,0,2,4
567,2,4,0,0,0,6,0,0,6,0,2,4
633,2,4,0,0,0,6,0,0,6,0,2,4
638,2,4,0,0,0,6,0,1,5,1,2,3
640,2,4,0,0,0,6,0,0,6,0,1,5
656,2,4,0,0,0,6,0,2,4,0,2,4
657,2,4,0,0,0,6,1,0,5,0,0,6
753,2,4,0,0,0,6,0,0,6,0,1,5
765,2,4,0,0,0,6,0,0,6,1,1,4
796,2,4,0,1,0,5,0,0,6,0,0,6
809,2,4,0,0,0,6,1,0,5,0,1,5
821,2,4,0,0,0,6,0,0,6,0,1,5
844,2,4,0,0,0,6,0,0,6,0,2,4
899,2,4,0,0,1,5,0,1,5,0,1,5
956,2,4,0,1,0,5,0,0,6,1,1,4
1019,2,4,0,0,0,6,4,0,2,0,0,6
1057,2,4,0,1,0,5,1,0,5,0,1,5
1069,2,4,0,0,0,6,0,0,6,0,0,6
1072,2,4,0,0,0,6,0,0,6,0,2,4
1151,2,4,0,0,0,6,0,0,6,0,1,5
1338,2,4,0,0,0,6,0,0,6,0,0,6
1371,2,4,0,0,0,6,0,0,6,0,2,4
1395,2,4,0,0,0,6,4,0,2,0,0,6
1551,2,4,0,0,1,5,0,1,5,0,1,5
