bad_user_id, l2_topk_bad, l2_topk_good, unlabelled_l2_topk,l2_lastk_bad, l2_lastk_good, unlabelled_l2_lastk,cosine_topk_bad, cosine_topk_good, unlabelled_cosine_topk,cosine_lastk_bad, cosine_lastk_good,unlabelled_cosine_lastk 
1,10,0,20,4,19,7,2,13,15,3,1,26
2,10,0,20,4,19,7,3,14,13,0,2,28
3,10,0,20,4,19,7,2,16,12,2,2,26
4,10,0,20,2,17,11,3,14,13,0,2,28
5,10,0,20,3,19,8,4,12,14,0,1,29
6,10,0,20,2,18,10,4,12,14,0,2,28
7,10,0,20,4,19,7,3,14,13,3,1,26
8,10,0,20,3,19,8,3,14,13,0,2,28
9,10,0,20,2,18,10,4,13,13,0,1,29
10,10,0,20,4,19,7,4,13,13,0,2,28
13,8,15,7,2,10,18,3,14,13,0,1,29
14,11,5,14,2,15,13,4,11,15,0,2,28
16,10,8,12,4,12,14,3,12,15,0,2,28
19,10,0,20,3,17,10,5,14,11,0,0,30
20,10,7,13,3,15,12,4,10,16,0,2,28
21,11,0,19,2,18,10,3,18,9,0,1,29
23,4,20,6,4,5,21,2,13,15,0,1,29
24,10,0,20,3,19,8,4,16,10,1,1,28
26,10,0,20,3,19,8,4,17,9,1,3,26
27,12,4,14,2,15,13,2,17,11,3,0,27
28,4,20,6,0,1,29,2,14,14,1,2,27
30,10,0,20,2,18,10,3,13,14,0,2,28
31,12,3,15,2,15,13,3,11,16,0,2,28
32,11,0,19,2,18,10,2,19,9,2,1,27
34,12,3,15,2,15,13,3,13,14,1,2,27
36,11,0,19,1,20,9,3,15,12,0,3,27
37,8,15,7,2,11,17,3,9,18,0,2,28
40,12,2,16,2,17,11,3,17,10,0,3,27
41,4,20,6,4,1,25,10,0,20,0,1,29
42,10,0,20,2,17,11,3,14,13,0,2,28
43,10,0,20,2,18,10,4,15,11,0,2,28
45,4,20,6,3,9,18,3,13,14,0,2,28
46,4,20,6,1,1,28,2,14,14,0,2,28
47,12,4,14,2,15,13,3,9,18,1,2,27
49,12,4,14,2,15,13,3,15,12,0,2,28
53,4,20,6,4,8,18,3,8,19,0,1,29
54,4,20,6,0,4,26,2,11,17,2,1,27
56,4,20,6,1,6,23,1,8,21,0,2,28
59,4,20,6,0,3,27,0,6,24,3,1,26
63,4,20,6,3,8,19,4,9,17,0,2,28
67,12,3,15,2,15,13,3,12,15,0,2,28
68,4,20,6,2,5,23,1,4,25,0,1,29
73,12,4,14,2,15,13,1,16,13,1,2,27
75,11,5,14,2,17,11,4,16,10,0,2,28
77,10,15,5,2,10,18,2,11,17,0,0,30
83,10,13,7,3,9,18,1,9,20,1,1,28
85,10,0,20,2,18,10,5,14,11,1,2,27
91,4,20,6,1,1,28,1,6,23,1,2,27
92,10,15,5,2,10,18,2,9,19,0,1,29
100,5,18,7,3,11,16,2,11,17,0,2,28
103,10,9,11,4,11,15,4,8,18,0,2,28
105,4,20,6,4,7,19,0,9,21,4,1,25
109,4,20,6,2,5,23,2,7,21,0,2,28
111,4,20,6,0,7,23,0,8,22,3,1,26
112,4,20,6,0,5,25,1,4,25,0,2,28
113,5,19,6,3,9,18,3,10,17,0,2,28
118,6,17,7,3,11,16,3,6,21,0,1,29
119,4,20,6,2,5,23,2,3,25,0,2,28
120,4,20,6,0,4,26,0,7,23,0,1,29
123,10,12,8,3,8,19,3,11,16,3,0,27
124,11,6,13,2,17,11,2,11,17,0,2,28
129,4,20,6,0,2,28,2,15,13,0,2,28
131,4,20,6,0,5,25,3,7,20,0,1,29
138,4,20,6,1,0,29,1,0,29,0,1,29
142,10,12,8,3,9,18,3,14,13,0,2,28
145,11,5,14,2,16,12,3,15,12,3,1,26
148,4,20,6,4,1,25,0,6,24,0,2,28
149,4,20,6,2,3,25,0,3,27,0,1,29
150,4,20,6,1,6,23,2,9,19,0,2,28
159,5,19,6,3,9,18,3,10,17,0,1,29
163,4,20,6,1,5,24,3,7,20,0,1,29
168,4,20,6,3,5,22,2,4,24,1,2,27
170,4,20,6,1,1,28,1,4,25,0,3,27
174,10,12,8,3,8,19,3,11,16,4,0,26
176,4,20,6,1,3,26,1,5,24,4,1,25
191,5,19,6,3,9,18,1,4,25,0,1,29
199,4,20,6,0,4,26,1,7,22,0,2,28
203,8,15,7,4,9,17,2,7,21,1,2,27
207,4,20,6,1,6,23,1,3,26,0,1,29
227,4,20,6,0,3,27,1,4,25,0,1,29
242,4,20,6,0,2,28,4,4,22,0,2,28
248,4,20,6,1,1,28,4,1,25,0,2,28
266,4,20,6,1,6,23,0,3,27,1,2,27
267,4,20,6,3,3,24,4,3,23,0,2,28
286,4,20,6,2,3,25,1,1,28,0,1,29
287,4,20,6,0,7,23,1,4,25,4,1,25
297,4,20,6,2,1,27,1,1,28,0,2,28
302,4,20,6,4,0,26,2,1,27,1,2,27
310,4,20,6,3,1,26,4,4,22,0,2,28
311,4,20,6,1,0,29,3,2,25,1,1,28
312,4,20,6,1,1,28,3,3,24,0,2,28
333,4,20,6,1,2,27,3,7,20,3,1,26
335,4,20,6,0,0,30,2,1,27,0,1,29
336,4,20,6,4,3,23,3,4,23,1,2,27
351,4,20,6,2,3,25,1,5,24,0,1,29
361,4,20,6,1,4,25,2,0,28,4,1,25
370,4,20,6,1,3,26,1,5,24,3,1,26
381,4,20,6,1,1,28,3,2,25,0,1,29
392,4,20,6,1,5,24,2,2,26,2,2,26
394,4,20,6,1,1,28,1,1,28,4,1,25
423,4,20,6,0,1,29,1,2,27,0,2,28
429,4,20,6,0,2,28,0,0,30,3,1,26
433,4,20,6,1,3,26,2,2,26,0,1,29
435,4,20,6,1,3,26,2,6,22,0,3,27
437,4,20,6,0,0,30,3,4,23,3,1,26
449,4,20,6,2,4,24,3,3,24,0,2,28
469,4,20,6,4,0,26,10,0,20,0,1,29
501,4,20,6,0,0,30,2,0,28,3,1,26
512,4,20,6,1,0,29,2,2,26,0,2,28
518,4,20,6,1,1,28,1,0,29,0,2,28
521,4,20,6,1,2,27,1,1,28,4,1,25
562,4,20,6,0,3,27,1,0,29,0,2,28
567,4,20,6,0,0,30,1,0,29,0,2,28
633,4,20,6,1,0,29,1,0,29,1,2,27
638,4,20,6,1,1,28,1,1,28,1,2,27
640,4,20,6,1,0,29,3,2,25,0,2,28
656,4,20,6,1,1,28,3,6,21,0,2,28
657,4,20,6,0,2,28,1,1,28,3,1,26
753,4,20,6,2,1,27,0,2,28,0,1,29
765,4,20,6,0,0,30,1,0,29,1,2,27
796,4,20,6,1,0,29,0,1,29,0,1,29
809,4,20,6,2,1,27,1,0,29,3,1,26
821,4,20,6,0,0,30,0,2,28,0,1,29
844,4,20,6,0,2,28,1,0,29,0,2,28
899,4,20,6,0,1,29,0,1,29,0,1,29
956,4,20,6,2,0,28,2,0,28,1,3,26
1019,4,20,6,0,0,30,10,0,20,0,1,29
1057,4,20,6,1,0,29,1,0,29,3,1,26
1069,4,20,6,0,0,30,0,0,30,0,2,28
