bad_user_id, l2_topk_bad, l2_lastk_bad, cosine_topk_bad, cosine_lastk_bad, unlabelled_l2_topk, unlabelled_l2_lastk, l2_topk_good, l2_lastk_good, cosine_topk_good, cosine_lastk_good,unlabelled_cosine_topk, unlabelled_cosine_lastk
11,3,1,1,2,7,2,0,7,4,0,5,8
15,3,0,1,2,7,5,0,5,5,0,4,8
90,2,1,1,2,1,4,7,5,6,0,3,8
95,3,0,1,2,7,3,0,7,6,0,3,8
177,3,0,0,2,7,2,0,8,7,0,3,8
197,2,1,0,2,1,5,7,4,4,0,6,8
211,2,0,0,2,1,5,7,5,2,0,8,8
255,2,0,1,2,1,9,7,1,3,0,6,8
257,2,0,0,2,1,10,7,0,1,0,9,8
272,2,1,1,2,1,4,7,5,4,0,5,8
338,2,0,0,2,1,10,7,0,0,0,10,8
384,2,1,0,2,1,8,7,1,1,0,9,8
416,2,0,1,2,1,9,7,1,1,0,8,8
759,2,1,0,2,1,9,7,0,0,0,10,8
946,2,1,0,2,1,9,7,0,1,0,9,8
1760,2,0,0,2,1,8,7,2,4,0,6,8
2336,2,1,0,2,1,5,7,4,5,0,5,8
2408,2,0,0,2,1,10,7,0,0,0,10,8
3133,2,0,0,2,1,10,7,0,0,0,10,8
3254,2,1,1,2,1,8,7,1,1,0,8,8
3516,2,0,0,2,1,10,7,0,1,0,9,8
3774,2,0,1,2,1,10,7,0,2,0,7,8
7371,2,0,0,2,1,10,7,0,0,0,10,8
7380,2,2,0,2,1,8,7,0,0,0,10,8
7398,2,0,0,2,1,9,7,1,0,0,10,8
7406,2,1,0,2,1,9,7,0,0,0,10,8
7408,2,1,2,0,1,9,7,0,0,0,8,10
7412,2,1,1,2,1,9,7,0,0,0,9,8
7417,2,2,1,0,1,8,7,0,0,0,9,10
7423,2,0,0,2,1,10,7,0,0,0,10,8
7426,2,0,3,2,1,10,7,0,0,0,7,8
7433,2,0,0,2,1,10,7,0,0,0,10,8
7435,2,0,0,2,1,10,7,0,0,0,10,8
7442,2,0,1,2,1,9,7,1,1,0,8,8
7447,2,0,0,2,1,10,7,0,1,0,9,8
7448,2,5,6,0,1,5,7,0,0,0,4,10
7457,2,1,1,2,1,9,7,0,0,0,9,8
7459,2,5,5,0,1,5,7,0,0,0,5,10
7470,2,5,5,0,1,5,7,0,0,0,5,10
7471,2,5,5,0,1,5,7,0,0,0,5,10
7472,2,5,5,0,1,5,7,0,0,0,5,10
7474,2,5,5,0,1,5,7,0,0,0,5,10
7475,2,5,5,0,1,5,7,0,0,0,5,10
7477,2,5,6,0,1,5,7,0,0,0,4,10
7479,2,0,0,2,1,10,7,0,0,0,10,8
7480,2,5,6,0,1,5,7,0,0,0,4,10
7483,2,1,1,0,1,9,7,0,0,0,9,10
7484,2,1,0,0,1,9,7,0,0,0,10,10
7485,2,1,0,0,1,9,7,0,0,0,10,10
7501,2,0,0,2,1,10,7,0,0,0,10,8
7503,2,0,0,2,1,10,7,0,0,0,10,8
7504,2,0,0,2,1,10,7,0,0,0,10,8
7505,2,1,1,0,1,9,7,0,0,0,9,10
7506,2,3,2,0,1,7,7,0,0,0,8,10
7507,2,0,0,2,1,10,7,0,0,0,10,8
7510,2,0,1,1,1,10,7,0,0,0,9,9
7513,2,1,0,2,1,9,7,0,0,0,10,8
7514,2,0,0,2,1,9,7,1,0,0,10,8
7516,2,2,1,2,1,8,7,0,0,0,9,8
7521,2,1,0,2,1,9,7,0,0,0,10,8
7522,2,2,2,0,1,8,7,0,0,0,8,10
7523,2,2,2,0,1,8,7,0,0,0,8,10
7528,2,0,0,2,1,9,7,1,1,0,9,8
7532,2,2,2,0,1,8,7,0,0,0,8,10
7535,2,1,1,0,1,9,7,0,0,0,9,10
7540,2,1,1,2,1,9,7,0,0,0,9,8
7542,2,3,3,0,1,7,7,0,0,0,7,10
7543,2,3,3,0,1,7,7,0,0,0,7,10
7544,2,1,0,2,1,9,7,0,0,0,10,8
7550,2,1,0,2,1,7,7,2,1,0,9,8
7554,2,0,0,2,1,10,7,0,0,0,10,8
7555,2,1,0,2,1,9,7,0,0,0,10,8
7556,2,1,1,0,1,9,7,0,0,0,9,10
7558,2,0,0,2,1,10,7,0,0,0,10,8
7559,2,3,0,0,1,7,7,0,0,0,10,10
7563,2,0,1,2,1,10,7,0,0,0,9,8
7564,2,1,0,2,1,8,7,1,5,0,5,8
7566,2,1,1,2,1,9,7,0,1,0,8,8
7567,2,3,4,0,1,7,7,0,0,0,6,10
7568,2,0,0,2,1,10,7,0,0,0,10,8
7574,2,3,4,0,1,7,7,0,0,0,6,10
7575,2,1,0,2,1,9,7,0,0,0,10,8
7578,2,1,0,2,1,9,7,0,0,0,10,8
7583,2,0,1,2,1,10,7,0,0,0,9,8
7584,2,0,1,2,1,9,7,1,0,0,9,8
7585,2,2,0,2,1,8,7,0,2,0,8,8
7586,2,0,2,2,1,10,7,0,0,0,8,8
7587,2,0,0,2,1,9,7,1,2,0,8,8
7588,2,2,1,2,1,8,7,0,2,0,7,8
7590,2,0,2,2,1,10,7,0,1,0,7,8
7591,2,0,1,2,1,8,7,2,2,0,7,8
7594,2,0,2,2,1,9,7,1,1,0,7,8
7595,2,1,1,2,1,5,7,4,6,0,3,8
7596,2,0,1,2,1,10,7,0,3,0,6,8
7597,2,1,0,2,1,9,7,0,0,0,10,8
7598,2,1,2,2,1,9,7,0,1,0,7,8
7599,2,0,1,2,1,10,7,0,0,0,9,8
7600,2,0,0,2,1,10,7,0,0,0,10,8
7601,2,0,2,2,1,9,7,1,0,0,8,8
7602,2,0,2,2,1,8,7,2,0,0,8,8
7603,2,1,0,2,1,6,7,3,5,0,5,8
7604,2,0,0,2,1,9,7,1,3,0,7,8
