bad_user_id, l2_topk_bad, l2_lastk_bad, cosine_topk_bad, cosine_lastk_bad, unlabelled_l2_topk, unlabelled_l2_lastk, l2_topk_good, l2_lastk_good, cosine_topk_good, cosine_lastk_good,unlabelled_cosine_topk, unlabelled_cosine_lastk
11,3,1,1,0,1,1,0,2,1,1,2,3
15,3,0,2,0,1,3,0,1,0,1,2,3
90,2,0,0,0,0,2,2,2,1,0,3,4
95,3,0,0,0,1,1,0,3,1,1,3,3
177,3,0,0,0,1,1,0,3,3,1,1,3
197,2,0,0,0,0,2,2,2,2,1,2,3
211,2,0,0,0,0,2,2,2,1,0,3,4
255,2,0,0,0,0,4,2,0,1,0,3,4
257,2,0,0,0,0,4,2,0,0,1,4,3
272,2,0,0,0,0,3,2,1,2,0,2,4
338,2,0,0,0,0,4,2,0,0,2,4,2
384,2,0,0,0,0,4,2,0,1,1,3,3
416,2,0,1,0,0,4,2,0,0,1,3,3
759,2,0,0,0,0,3,2,1,0,1,4,3
946,2,0,0,0,0,4,2,0,0,1,4,3
1760,2,0,0,0,0,4,2,0,1,0,3,4
2336,2,0,0,0,0,3,2,1,3,1,1,3
2408,2,0,0,0,0,3,2,1,0,0,4,4
3133,2,0,0,0,0,4,2,0,0,0,4,4
3254,2,0,1,0,0,4,2,0,0,1,3,3
3516,2,0,0,0,0,4,2,0,0,0,4,4
3774,2,0,1,0,0,4,2,0,1,1,2,3
7371,2,0,0,0,0,4,2,0,0,1,4,3
7380,2,2,0,0,0,2,2,0,0,2,4,2
7398,2,0,0,0,0,4,2,0,1,1,3,3
7406,2,0,0,0,0,4,2,0,1,1,3,3
7408,2,0,3,0,0,4,2,0,0,0,1,4
7412,2,0,0,0,0,4,2,0,0,0,4,4
7417,2,1,1,0,0,3,2,0,0,2,3,2
7423,2,0,0,0,0,4,2,0,0,0,4,4
7426,2,0,0,0,0,4,2,0,0,0,4,4
7433,2,0,0,0,0,4,2,0,0,0,4,4
7435,2,0,0,0,0,4,2,0,0,1,4,3
